Total time,Batch duration,Epoch,Batch number inside epoch,Batch number,Train loss,Val loss,Batch loss
123.44086742401123,123.42437672615051,0,1,1,0.15159690380096436,0.1445525884628296,0.11093179881572723
470.3924505710602,123.20716524124146,1,1,138,0.09669195860624313,0.10242994874715805,0.08830408751964569
809.4749886989594,123.15422105789185,2,1,275,0.09707995504140854,0.10131349414587021,0.11722424626350403
1148.1934854984283,122.39811182022095,3,1,412,0.09557613730430603,0.08851640671491623,0.11470960080623627
1487.2698171138763,123.09219741821289,4,1,549,0.08679871261119843,0.0903070792555809,0.05781334638595581
1826.1432733535767,123.13977479934692,5,1,686,0.09171907603740692,0.09717901796102524,0.09932228922843933
2164.4830441474915,122.40388703346252,6,1,823,0.09130042046308517,0.09384981542825699,0.07160989940166473
2503.1588621139526,122.82512712478638,7,1,960,0.08998728543519974,0.08984985947608948,0.07221807539463043
2843.233029127121,123.27928042411804,8,1,1097,0.09348949790000916,0.08739796280860901,0.0875554084777832
3181.541733264923,122.51751971244812,9,1,1234,0.08455133438110352,0.0834384635090828,0.10005909204483032
3520.2951254844666,122.83355331420898,10,1,1371,0.08415036648511887,0.08292428404092789,0.07495039701461792
3858.9231135845184,122.79347205162048,11,1,1508,0.08737282454967499,0.08946435898542404,0.07200509309768677
4197.839024066925,122.96745705604553,12,1,1645,0.08808957785367966,0.08892755955457687,0.07380405813455582
4694.088725090027,246.2125015258789,13,1,1782,0.08749953657388687,0.0834999531507492,0.08711686730384827
5366.584010601044,243.001779794693,14,1,1919,0.08587237447500229,0.09342402219772339,0.10810387134552002
6038.823762655258,243.76707482337952,15,1,2056,0.08555157482624054,0.07827966660261154,0.0794341042637825
6710.957623958588,243.54337072372437,16,1,2193,0.08538474142551422,0.0829285979270935,0.09439655393362045
7388.921867609024,246.73169136047363,17,1,2330,0.08751412481069565,0.08664269745349884,0.125696063041687
8063.307274103165,247.3234133720398,18,1,2467,0.0806431770324707,0.0855901688337326,0.062338367104530334
8742.10990524292,247.2576231956482,19,1,2604,0.08539492636919022,0.08743204921483994,0.096705362200737
9416.894124746323,245.47327160835266,20,1,2741,0.08476380258798599,0.09431352466344833,0.06993365287780762
10085.317558765411,245.50214290618896,21,1,2878,0.08443978428840637,0.0817779079079628,0.049899905920028687
10761.307295322418,246.07162594795227,22,1,3015,0.08664818853139877,0.08587751537561417,0.09668658673763275
11432.327708005905,245.22575783729553,23,1,3152,0.0877658948302269,0.07866585999727249,0.09616777300834656
12105.409981489182,243.60959267616272,24,1,3289,0.08640097081661224,0.08710084855556488,0.06442161649465561
12787.433747053146,247.03697061538696,25,1,3426,0.0848688930273056,0.08591961860656738,0.08863399922847748
13459.79952096939,246.83413004875183,26,1,3563,0.08471325039863586,0.08355722576379776,0.09030751138925552
14134.176560163498,246.32523727416992,27,1,3700,0.08840160071849823,0.07346555590629578,0.06265340745449066
14808.256245136261,249.37910056114197,28,1,3837,0.08708938211202621,0.08602505177259445,0.10855907201766968
15471.790805339813,241.77308130264282,29,1,3974,0.08226500451564789,0.07625148445367813,0.0794292688369751
16140.381818771362,243.2656593322754,30,1,4111,0.08581511676311493,0.08864742517471313,0.09357203543186188
16814.830594301224,247.02597951889038,31,1,4248,0.08288371562957764,0.08400889486074448,0.09999261051416397
17489.639845132828,245.96278476715088,32,1,4385,0.08597896993160248,0.08597545325756073,0.06434623897075653
18162.341730833054,244.12012696266174,33,1,4522,0.08433442562818527,0.08093135803937912,0.06284970045089722
18836.810957193375,246.86269211769104,34,1,4659,0.08491906523704529,0.08249253034591675,0.07712222635746002
19510.57909822464,245.67073512077332,35,1,4796,0.0838886946439743,0.08126985281705856,0.07173407077789307
20175.36478281021,236.57736372947693,36,1,4933,0.08269064873456955,0.08739794790744781,0.07290822267532349
20845.854781627655,243.8249306678772,37,1,5070,0.08408262580633163,0.08161216974258423,0.0419025681912899
21521.994473218918,246.42105889320374,38,1,5207,0.0849115177989006,0.09059661626815796,0.08668120205402374
22192.29595565796,244.13496017456055,39,1,5344,0.08288966119289398,0.08591669797897339,0.07923152297735214
22865.653923273087,244.31241178512573,40,1,5481,0.08291035890579224,0.08537331223487854,0.1005677878856659
23536.61222910881,243.40363240242004,41,1,5618,0.08473134785890579,0.07938747107982635,0.06449036300182343
24209.702882528305,247.17866802215576,42,1,5755,0.08530669659376144,0.08898100256919861,0.1590791642665863
24879.640588521957,242.38678550720215,43,1,5892,0.0837036594748497,0.08651237934827805,0.09867305308580399
25549.703102588654,242.6918022632599,44,1,6029,0.08406069874763489,0.0787443295121193,0.04691680893301964
26220.97960138321,243.8781816959381,45,1,6166,0.081562839448452,0.09017909318208694,0.05626987665891647
26891.03665804863,241.87945127487183,46,1,6303,0.08155834674835205,0.08658391982316971,0.07981814444065094
27561.78004217148,242.8027081489563,47,1,6440,0.08159765601158142,0.07497701793909073,0.06213964521884918
28235.128357887268,245.80988192558289,48,1,6577,0.08278842270374298,0.08274997025728226,0.08995649218559265
28901.23372244835,240.42073321342468,49,1,6714,0.08530420809984207,0.08372331410646439,0.11121098697185516
29581.31198334694,246.3866262435913,50,1,6851,0.0832049548625946,0.08298875391483307,0.08850012719631195
